     1→import io
     2→import base64
     3→import json
     4→import re
     5→import time
     6→import asyncio
     7→import httpx
     8→from PIL import Image
     9→import logging
    10→from collections import Counter
    11→from typing import List, Optional, Dict, Any, Tuple
    12→
    13→from core.config import LOCAL_AI_ENDPOINT, MODEL_NAME, LLM_MODE, LLM_API_KEY, PROMPT_VARIANT
    14→from core.ollama_service import generate as llm_generate, LLMError
    15→
    16→logger = logging.getLogger(__name__)
    17→LLM_QUEUE_LOCK = asyncio.Lock()
    18→
    19→PRO_TA_SYSTEM_PROMPT = """Ты — алгоритмический трейдер. Работай СТРОГО ПО ФАКТУ.
    20→
    21→ЖЁСТКИЕ ПРАВИЛА:
    22→- Запрещены сценарии, предположения, "возможно", "надеюсь".
    23→- Каждое поле JSON отделяй запятой.
    24→- После каждого строкового значения обязателен разделитель.
    25→- Не пропускай запятые между полями.
    26→- Не выдумывай данные, уровни, новости, объёмы или индикаторы.
    27→- Анализируй только закрытые свечи.
    28→- Если данных недостаточно, прямо укажи это.
    29→- Приоритет у старших таймфреймов.
    30→- Фибо используй только как контекст коррекции, не для SL/TP и не для сигналов.
    31→- Не смешивай вход и выход: вход = триггер, выход = SL/TP.
    32→- Работай только по подтверждённому пробою и объёму.
    33→- Импульс не считать трендом без закрепления и подтверждения объёмом.
    34→- Определи, не находится ли рынок в зоне завершения импульса (риск конца 5-й волны и ABC).
    35→- Если цена между ключевыми уровнями и без подтверждения — no_signal или accumulation.
    36→- false_breakout ставь только если есть явный выход за границу зоны, возврат внутрь и объёмное подтверждение. Если есть только реакция у уровня без явного выхода — используй retest, reversal или no_signal.
    37→
    38→ПРИМЕРЫ ОТВЕТОВ (few-shot):
    39→
    40→ПРИМЕР 1 — no_signal (цена между уровнями, без подтверждения):
    41→{
    42→  "price": 63895.5,
   684→                "level": _safe_float(item.get("level")),
   685→                "timeframes": [str(tf).upper() for tf in timeframes if str(tf).strip()],
   686→                "priority": str(item.get("priority", "low")).lower(),
   687→                "count": int(item.get("count") or 0),
   688→                "spread": _safe_float(item.get("spread")),
   689→                "kind": str(item.get("kind", "mixed")).lower(),
   690→            })
   691→        return out
   692→
   693→    def _extract_zigzag_levels_from_context(src: dict) -> list[float]:
   694→        levels: list[float] = []
   695→
   696→        zigzag = src.get("zigzag_context") or {}
   697→        if not isinstance(zigzag, dict):
   698→            return levels
   699→
   700→        confluence = zigzag.get("confluence_levels") or []
   701→        if isinstance(confluence, list):
   702→            for item in confluence:
   703→                if isinstance(item, dict):
   704→                    lvl = _safe_float(item.get("level"))
   705→                    if lvl is not None:
   706→                        levels.append(lvl)
   707→
   708→        timeframes = zigzag.get("timeframes") or {}
   709→        if isinstance(timeframes, dict):
   710→            for tf_data in timeframes.values():
   711→                if not isinstance(tf_data, dict):
   712→                    continue
   713→
   714→                for key in ("upper", "lower", "current_price"):
   715→                    v = _safe_float(tf_data.get(key))
   716→                    if v is not None:
   717→                        levels.append(v)
   718→
   719→                zones = tf_data.get("levels") or {}
   720→                if isinstance(zones, dict):
   721→                    for k in ("resistance", "support"):
   722→                        arr = zones.get(k) or []
   723→                        if isinstance(arr, list):
   724→                            for v in arr:
   725→                                fv = _safe_float(v)
   726→                                if fv is not None:
   727→                                    levels.append(fv)
   728→
   729→        return sorted(set(round(x, 6) for x in levels))
   730→
   731→    def _sorted_tf_order(tf_zones: dict) -> list[tuple[str, dict]]:
   732→        order_map = {"5M": 0, "15M": 1, "1H": 2, "4H": 3, "1D": 4}
   733→        items = []
   734→        if isinstance(tf_zones, dict):
   735→            for tf, z in tf_zones.items():
   736→                if isinstance(z, dict):
   737→                    items.append((str(tf).upper(), z))
   738→        items.sort(key=lambda x: order_map.get(x[0], 99))
   739→        return items
   740→
   741→    def _zone_span(z):
   742→        if not isinstance(z, dict):
   743→            return None
   744→        upper = _safe_float(z.get("upper"))
   745→        lower = _safe_float(z.get("lower"))
   746→        if upper is None or lower is None:
   747→            return None
   748→        return abs(upper - lower)
   749→
   750→    def _direction_from_data(src: dict) -> str:
   751→        signal = str(src.get("signal_status", "")).lower()
   752→        trend = str(src.get("trend_structure", "")).lower()
   753→        ltf = str(src.get("ltf_structure", "")).lower()
   754→        wave = str(src.get("wave_phase", "")).lower()
   755→        global_structure = str(src.get("global_structure", "")).lower()
   756→        sub = str(src.get("current_substructure", "")).lower()
   757→        prev_trend = str(src.get("prev_trend", "")).lower()
   758→
   759→        if signal == "aggressive_breakout":
   760→            return "long"
   761→        if signal == "reversal":
   762→            return "short"
   763→        if signal == "retest":
   764→            if "down" in trend or "down" in ltf or "down" in wave or prev_trend == "down" or "down" in sub:
   765→                return "short"
   766→            return "long"
   767→        if signal == "false_breakout":
   768→            if "up" in wave or "up" in ltf or "up" in trend:
   769→                return "short"
   770→            if "down" in wave or "down" in ltf or "down" in trend:
   771→                return "long"
   772→            return "short"
   773→
   774→        if "bull" in trend or trend == "up" or ltf == "up" or wave == "impulse_up":
   775→            return "long"
   776→        if "bear" in trend or trend == "down" or ltf == "down" or wave == "impulse_down":
   777→            return "short"
   778→        if global_structure == "trend":
   779→            return "long"
   780→        if sub in ("breakout_up", "false_breakout_up", "accumulation", "correction_up"):
   781→            return "long"
   782→        if sub in ("breakout_down", "false_breakout_down", "distribution", "correction_down"):
   783→            return "short"
   784→
   785→        return "long"
   786→
   787→    def _pick_tp_levels(direction: str, entry_price: float | None, candidates: list[float]) -> tuple[float | None, float | None, float | None]:
   788→        if entry_price is None or not candidates:
   789→            return None, None, None
   790→
   791→        direction = (direction or "").lower().strip()
   792→        if direction not in ("long", "short"):
   793→            return None, None, None
   794→
   795→        uniq = sorted(set(round(x, 6) for x in candidates if x is not None and abs(x - entry_price) > 1e-6))
   796→        if not uniq:
   797→            return None, None, None
   798→
   799→        if direction == "long":
   800→            ordered = [x for x in uniq if x > entry_price]
   801→            if not ordered:
   802→                return None, None, None
   803→            tp1 = ordered[0]
   804→            tp2 = ordered[1] if len(ordered) > 1 else None
   805→            tp3 = ordered[2] if len(ordered) > 2 else None
   806→            if tp2 is None:
   807→                tp2 = tp1
   808→            if tp3 is None:
   809→                tp3 = tp2 if tp2 != tp1 else None
   810→            return tp1, tp2, tp3
   811→
   812→        ordered = [x for x in reversed(uniq) if x < entry_price]
   813→        if not ordered:
   814→            return None, None, None
   815→        tp1 = ordered[0]
   816→        tp2 = ordered[1] if len(ordered) > 1 else None
   817→        tp3 = ordered[2] if len(ordered) > 2 else None
   818→        if tp2 is None:
   819→            tp2 = tp1
   820→        if tp3 is None:
   821→            tp3 = tp2 if tp2 != tp1 else None
   822→        return tp1, tp2, tp3
   823→
   824→    def _calc_rr(entry_price: float | None, sl: float | None, tp1: float | None) -> float | None:
   825→        if entry_price is None or sl is None or tp1 is None:
   826→            return None
   827→        risk = abs(entry_price - sl)
   828→        reward = abs(tp1 - entry_price)
   829→        if risk <= 0 or reward <= 0:
   830→            return None
   831→        return round(reward / risk, 2)
   832→
   833→    def _normalize_wave_abc(src: dict) -> None:
   834→        wave_comment = str(src.get("wave_phase_comment", "")).lower()
   835→
   836→        if "abc вниз" in wave_comment or "abc-коррекции вниз" in wave_comment:
   837→            src["abc_risk"] = "abc_risk_down"
   838→            if not src.get("abc_risk_comment"):
   839→                src["abc_risk_comment"] = "Риск ABC вниз по волновой фазе"
   840→        elif "abc вверх" in wave_comment or "abc-коррекции вверх" in wave_comment:
   841→            src["abc_risk"] = "abc_risk_up"
   842→            if not src.get("abc_risk_comment"):
   843→                src["abc_risk_comment"] = "Риск ABC вверх по волновой фазе"
   844→
   845→    # -----------------------------
   846→    # 1) Цена
   847→    # -----------------------------
   848→    data["price"] = _safe_float(data.get("price"))
   849→    data["current_price"] = _safe_float(data.get("current_price"))
   850→    data["last_closed_price"] = _safe_float(data.get("last_closed_price"))
   851→
   852→    if data["price"] is None:
   853→        data["price"] = data["current_price"] or data["last_closed_price"]
   854→
   855→        # -----------------------------
   856→    # 2) Базовые блоки
   857→    # -----------------------------
   858→    data["tf_zones"] = _normalize_tf_zones(data.get("tf_zones") or {})
   859→    data["confluence_levels"] = _normalize_confluence_levels(data.get("confluence_levels") or [])
   860→    data["tf_span_map"] = {}
   861→
   862→    rm_obj = data.get("risk_management")
   863→    rm = rm_obj if isinstance(rm_obj, dict) else _empty_bundle()
   864→
   865→    if "primary" not in rm and any(k in rm for k in ("sl", "tp1", "tp2", "tp3", "rr")):
   866→        rm = {
   867→            "primary": {
   868→                "sl": rm.get("sl"),
   869→                "tp1": rm.get("tp1"),
   870→                "tp2": rm.get("tp2"),
   871→                "tp3": rm.get("tp3"),
   872→                "rr": rm.get("rr"),
   873→            },
   874→            "alternative": _empty_risk(),
   875→        }
   876→
   877→    primary_obj = rm.get("primary")
   878→    alternative_obj = rm.get("alternative")
   879→    primary = _normalize_risk_block(primary_obj)
   880→    alternative = _normalize_risk_block(alternative_obj)
   881→
   882→    rm["primary"] = primary
   883→    rm["alternative"] = alternative
   884→    data["risk_management"] = rm
   885→
   886→    for key in ("scenario_status", "scenario_status_comment", "risk_management_comment", "entry_conditions_comment"):
   887→        if not isinstance(data.get(key), str):
   888→            data[key] = ""
   889→
   890→        # -----------------------------
   891→    # 2.1) State / history hook
   892→    # -----------------------------
   893→    state_obj = data.get("state_diff")
   894→    state_diff = state_obj if isinstance(state_obj, dict) else {}
   895→    zone_status = str(state_diff.get("zone_status", "unknown")).lower()
   896→    active_reference_tf = str(state_diff.get("active_reference_tf", "unknown")).upper()
   897→
   898→    if zone_status in ("broken", "false_breakout"):
   899→        if str(data.get("signal_status", "")).lower() == "aggressive_breakout":
   900→            data["signal_status"] = "no_signal"
   901→            data["signal_status_comment"] = (
   902→                "Старая зона пробита или дала ложный пробой, агрессивный сигнал понижен"
   903→            )
   904→
   905→    if zone_status == "rebuilt":
   906→        data["scenario_status"] = "alternative_active"
   907→        if not data.get("scenario_status_comment"):
   908→            data["scenario_status_comment"] = "Структура перестроена, активен новый ориентир"
   909→
   910→    if zone_status == "retest":
   911→        if str(data.get("signal_status", "")).lower() in ("no_signal", "accumulation"):
   912→            data["signal_status"] = "retest"
   913→            data["signal_status_comment"] = "Проверка пробитой зоны в режиме ретеста"
   914→
   915→    if zone_status == "updated_inside_range":
   916→        if not data.get("scenario_status_comment"):
   917→            data["scenario_status_comment"] = "Зона обновлена внутри старого диапазона"
   918→
   919→    if active_reference_tf != "UNKNOWN":
   920→        data["active_reference_tf"] = active_reference_tf
   921→
   922→    data.setdefault("prev_trend", "unknown")
   923→    data.setdefault("current_substructure", "unknown")
   924→
   925→        # -----------------------------
   926→    # 2.2) State / history correction
   927→    # -----------------------------
   928→    state_obj = data.get("state_diff")
   929→    state_diff = state_obj if isinstance(state_obj, dict) else {}
   930→
   931→    zone_status = str(state_diff.get("zone_status", "unknown")).lower()
   932→    broken_levels = state_diff.get("broken_levels")
   933→    new_levels = state_diff.get("new_levels")
   934→    active_reference_tf = str(state_diff.get("active_reference_tf", "unknown")).upper()
   935→    
   936→    # -----------------------------
   937→    # 2.3) Add explicit state event text
   938→    # -----------------------------
   939→    if isinstance(state_diff, dict):
   940→        zone_status = str(state_diff.get("zone_status", "unknown")).lower()
   941→        broken_levels = state_diff.get("broken_levels") or []
   942→        new_levels = state_diff.get("new_levels") or []
   943→
   944→        if zone_status == "rebuilt":
   945→            data["state_feedback"] = f"Перестройка структуры. Пробой: {broken_levels[:3]} | Новые уровни: {new_levels[:3]}"
   946→        elif zone_status == "retest":
   947→            data["state_feedback"] = f"Ретест зоны. Активный ориентир: {state_diff.get('active_reference_tf', 'unknown')}"
   948→        elif zone_status == "broken":
   949→            data["state_feedback"] = f"Пробой уровня: {broken_levels[:3]}"
   950→        elif zone_status == "false_breakout":
   951→            data["state_feedback"] = f"Ложный пробой с возвратом внутрь: {broken_levels[:3]}"
   952→        elif zone_status == "updated_inside_range":
   953→            data["state_feedback"] = f"Обновление диапазона без пробоя. Новые уровни: {new_levels[:3]}"
   954→
   955→    # Мягкая нормализация сигналов по состоянию зоны
   956→    if zone_status == "broken":
   957→        if str(data.get("signal_status", "")).lower() == "aggressive_breakout":
   958→            data["signal_status"] = "no_signal"
   959→            data["signal_status_comment"] = (
   960→                "Старая зона сломана, агрессивный сигнал понижен до no_signal"
   961→            )
   962→        if str(data.get("scenario_status", "")).lower() not in ("alternative_active", "primary_invalidated"):
   963→            data["scenario_status"] = "primary_invalidated"
   964→            data["scenario_status_comment"] = "Старая зона сломана, основной сценарий ослаблен"
   965→
   966→    elif zone_status == "false_breakout":
   967→        if str(data.get("signal_status", "")).lower() == "aggressive_breakout":
   968→            data["signal_status"] = "false_breakout"
   969→        if not data.get("signal_status_comment"):
   970→            data["signal_status_comment"] = "Зафиксирован ложный пробой зоны"
   971→
   972→    elif zone_status == "retest":
   973→        if str(data.get("signal_status", "")).lower() in ("no_signal", "accumulation", "false_breakout"):
   974→            data["signal_status"] = "retest"
   975→            data["signal_status_comment"] = "Зона проходит ретест"
   976→
   977→    elif zone_status == "rebuilt":
   978→        data["scenario_status"] = "alternative_active"
   979→        if not data.get("scenario_status_comment"):
   980→            data["scenario_status_comment"] = "Структура перестроена, активен новый ориентир"
   981→
   982→    elif zone_status == "updated_inside_range":
   983→        if not data.get("scenario_status_comment"):
   984→            data["scenario_status_comment"] = "Зона обновлена внутри старого диапазона"
   985→
   986→    if active_reference_tf != "UNKNOWN":
   987→        data["active_reference_tf"] = active_reference_tf
   988→
   989→    if isinstance(broken_levels, list) and broken_levels and not data.get("state_feedback"):
   990→        data["state_feedback"] = "Есть пробитые уровни"
   991→    if isinstance(new_levels, list) and new_levels and not data.get("state_feedback"):
   992→        data["state_feedback"] = "Есть новые уровни"
   993→
   994→    # -----------------------------
   995→    # 3) ABC синхронизация
   996→    # -----------------------------
   997→    _normalize_wave_abc(data)
   998→
   999→    # -----------------------------
  1000→    # 4) Сбор уровней
  1001→    # -----------------------------
  1002→    candidates: list[float] = []
  1003→
  1004→    for z in data["tf_zones"].values():
  1005→        if isinstance(z, dict):
  1006→            for k in ("upper", "lower"):
  1007→                v = _safe_float(z.get(k))
  1008→                if v is not None:
  1009→                    candidates.append(v)
  1010→
  1011→    key_zones_obj = data.get("key_zones")
  1012→    key_zones = key_zones_obj if isinstance(key_zones_obj, dict) else {}
  1013→    for k in ("resistance", "support"):
  1014→        v = _safe_float(key_zones.get(k))
  1015→        if v is not None:
  1016→            candidates.append(v)
  1017→
  1018→    for item in data["confluence_levels"]:
  1019→        if isinstance(item, dict):
  1020→            v = _safe_float(item.get("level"))
  1021→            if v is not None:
  1022→                candidates.append(v)
  1023→
  1024→    candidates.extend(_extract_zigzag_levels_from_context(data))
  1025→
  1026→    # Добавляем уровни из liquidity-magnet pools если есть
  1027→    liquidity_pools = data.get("liquidity_pools") or data.get("liquidity_context", {})
  1028→    if isinstance(liquidity_pools, dict):
  1029→        for pool_key in ("resistance_pools", "support_pools", "equal_highs", "equal_lows", "pools"):
  1030→            pools = liquidity_pools.get(pool_key) or []
  1031→            if isinstance(pools, list):
  1032→                for p in pools:
  1033→                    if isinstance(p, dict):
  1034→                        lvl = _safe_float(p.get("level") or p.get("price"))
  1035→                        if lvl is not None:
  1036→                            candidates.append(lvl)
  1037→                    elif isinstance(p, (int, float)):
  1038→                        candidates.append(float(p))
  1039→    elif isinstance(liquidity_pools, list):
  1040→        for p in liquidity_pools:
  1041→            if isinstance(p, dict):
  1042→                lvl = _safe_float(p.get("level") or p.get("price"))
  1043→                if lvl is not None:
  1044→                    candidates.append(lvl)
  1045→
  1046→    candidates = sorted(set(round(x, 6) for x in candidates))
  1047→
  1048→    # -----------------------------
  1049→    # 5) Подавление false_breakout внутри диапазона
  1050→    # -----------------------------
  1051→    signal_status = str(data.get("signal_status", "")).lower()
  1052→    current_price = _safe_float(data.get("price"))
  1053→
  1054→    if signal_status == "false_breakout":
  1055→        support = _safe_float(key_zones.get("support"))
  1056→        resistance = _safe_float(key_zones.get("resistance"))
  1057→
  1058→        inside_key_range = (
  1059→            current_price is not None
  1060→            and support is not None
  1061→            and resistance is not None
  1062→            and min(support, resistance) <= current_price <= max(support, resistance)
  1063→        )
  1064→
  1065→        entry_obj = data.get("entry_conditions")
  1066→        entry_conditions = entry_obj if isinstance(entry_obj, dict) else {}
  1067→        current_status = str(entry_conditions.get("current_status", "")).lower()
  1068→
  1069→        # Подтверждение для false_breakout:
  1070→        # - должен быть явный выход/возврат,
  1071→        # - либо подтверждённый ретест/пробой,
  1072→        # - либо явное условие входа.
  1073→        has_confirmed_break = current_status in ("aggressive_breakout", "retest", "breakout") or bool(
  1074→            entry_conditions.get("aggressive") or entry_conditions.get("conservative")
  1075→        )
  1076→
  1077→        # Если модель поставила false_breakout, но подтверждения нет,
  1078→        # не превращаем это в accumulation — понижаем в no_signal.
  1079→        if inside_key_range and not has_confirmed_break:
  1080→            data["signal_status"] = "no_signal"
  1081→            data["signal_status_comment"] = (
  1082→                "Цена внутри ключевого диапазона без подтверждённого выноса и возврата, false_breakout понижен до no_signal"
  1083→            )
  1084→            signal_status = "no_signal"
  1085→    def _zone_label(tf_str: str) -> str:
  1086→        """Нормализация имени ТФ для компактных меток."""
  1087→        tf = str(tf_str).strip().upper().replace("MIN", "M")
  1088→        label_map = {"5M": "5M", "15M": "15M", "1H": "1H", "4H": "4H", "1D": "1D"}
  1089→        return label_map.get(tf, tf)
  1090→
  1091→    # -----------------------------
  1092→    # 5.1) Merge close tf zones
  1093→    # -----------------------------
  1094→    if isinstance(data.get("tf_zones"), dict):
  1095→        merged_tf_zones = {}
  1096→        for tf, z in data["tf_zones"].items():
  1097→            if not isinstance(z, dict):
  1098→                continue
  1099→            tf_key = str(tf).strip().upper().replace("MIN", "M")
  1100→            upper = _safe_float(z.get("upper"))
  1101→            lower = _safe_float(z.get("lower"))
  1102→            if upper is not None and lower is not None and lower > upper:
  1103→                lower, upper = upper, lower
  1104→            merged_tf_zones[tf_key] = {"upper": upper, "lower": lower}
  1105→
  1106→        # merge only exact-close ranges, keep tf names
  1107→        zones_by_span = {}
  1108→        for tf, z in merged_tf_zones.items():
  1109→            key = (round(z["lower"] or 0, 2), round(z["upper"] or 0, 2))
  1110→            zones_by_span.setdefault(key, []).append(tf)
  1111→
  1112→        compact_tf_zones = {}
  1113→        for (lo, hi), tfs in zones_by_span.items():
  1114→            label = "/".join(sorted({_zone_label(tf) for tf in tfs}))
  1115→            compact_tf_zones[label] = {"upper": hi, "lower": lo}
  1116→
  1117→        data["tf_zones"] = compact_tf_zones
  1118→
  1119→    # -----------------------------
  1120→    # 6) tf_span_map
  1121→    # -----------------------------
  1122→    sorted_zones = _sorted_tf_order(data["tf_zones"])
  1123→    tf_span_map = {}
  1124→    for tf, z in sorted_zones:
  1125→        span = _zone_span(z)
  1126→        if span is not None:
  1127→            tf_span_map[tf] = span
  1128→    data["tf_span_map"] = tf_span_map
  1129→
  1130→    # -----------------------------
  1131→    # 7) Если no_signal / accumulation — не создаём риск-блоки
  1132→    # -----------------------------
  1133→    if signal_status in ("accumulation", "no_signal"):
  1134→        data["scenario_status"] = "no_alternative"
  1135→        if not isinstance(data.get("scenario_status_comment"), str) or not data["scenario_status_comment"].strip():
  1136→            data["scenario_status_comment"] = "Цена внутри диапазона без подтверждённого выхода"
  1137→        rm["primary"] = _empty_risk()
  1138→        rm["alternative"] = _empty_risk()
  1139→
  1140→    # -----------------------------
  1141→    # 8) ABC по комментариям
  1142→    # -----------------------------
  1143→    wave_comment = str(data.get("wave_phase_comment", "")).lower()
  1144→
  1145→    if "abc вниз" in wave_comment or "abc-коррекции вниз" in wave_comment:
  1146→        data["abc_risk"] = "abc_risk_down"
  1147→        if not data.get("abc_risk_comment"):
  1148→            data["abc_risk_comment"] = "Риск ABC вниз по волновой фазе"
  1149→    elif "abc вверх" in wave_comment or "abc-коррекции вверх" in wave_comment:
  1150→        data["abc_risk"] = "abc_risk_up"
  1151→        if not data.get("abc_risk_comment"):
  1152→            data["abc_risk_comment"] = "Риск ABC вверх по волновой фазе"
  1153→
  1154→    abc_risk = str(data.get("abc_risk", "")).lower()
  1155→    if abc_risk not in ("abc_risk_up", "abc_risk_down", "none", "unknown"):
  1156→        if "abc вниз" in wave_comment:
  1157→            data["abc_risk"] = "abc_risk_down"
  1158→        elif "abc вверх" in wave_comment:
  1159→            data["abc_risk"] = "abc_risk_up"
  1160→        else:
  1161→            data["abc_risk"] = "unknown"
  1162→
  1163→
  1164→    # -----------------------------
  1165→    # 8.1) Иерархия сигналов (P0.1 из ТЗ)
  1166→    # Если current_substructure противоречит signal_status -
  1167→    # приоритет у substructure (более конкретное поле).
  1168→    # -----------------------------
  1169→    SIGNAL_PRIORITY = {
  1170→        "aggressive_breakout": 0,
  1171→        "retest": 1,
  1172→        "reversal": 2,
  1173→        "false_breakout": 3,
  1174→        "accumulation": 4,
  1175→        "no_signal": 5,
  1176→    }
  1177→    raw_sub = str(data.get("current_substructure", "")).lower()
  1178→    llm_signal = str(data.get("signal_status", "")).lower()
  1179→
  1180→    sub_to_signal = {
  1181→        "breakout_up": "aggressive_breakout",
  1182→        "breakout_down": "aggressive_breakout",
  1183→        "false_breakout_up": "false_breakout",
  1184→        "false_breakout_down": "false_breakout",
  1185→        "reversal_attempt_up": "reversal",
  1186→        "reversal_attempt_down": "reversal",
  1187→    }
  1188→    if raw_sub in sub_to_signal and llm_signal in SIGNAL_PRIORITY:
  1189→        resolved = sub_to_signal[raw_sub]
  1190→        if SIGNAL_PRIORITY.get(resolved, 99) < SIGNAL_PRIORITY.get(llm_signal, 99):
  1191→            data["signal_status"] = resolved
  1192→            data["signal_status_comment"] = (
  1193→                f"Иерархия: substructure={raw_sub} приоритетнее signal={llm_signal}"
  1194→            )
  1195→            signal_status = resolved
  1196→
  1197→    # -----------------------------
  1198→    # 9) Определение направления
  1199→    # -----------------------------
  1200→    direction_hint = _direction_from_data(data)
  1201→
  1202→    # -----------------------------
  1203→    # 10) TP/SL для primary
  1204→    # -----------------------------
  1205→    primary = rm.get("primary")
  1206→    if not isinstance(primary, dict):
  1207→        primary = _empty_risk()
  1208→        rm["primary"] = primary
  1209→
  1210→    if current_price is not None and candidates and data.get("signal_status") in ("aggressive_breakout", "retest", "reversal", "false_breakout"):
  1211→        tp1, tp2, tp3 = _pick_tp_levels(direction_hint, current_price, candidates)
  1212→
  1213→        if direction_hint == "long":
  1214→            if tp1 is not None and tp1 > current_price and primary.get("tp1") is None:
  1215→                primary["tp1"] = tp1
  1216→            if tp2 is not None and tp2 > current_price and tp2 != primary.get("tp1") and primary.get("tp2") is None:
  1217→                primary["tp2"] = tp2
  1218→            if tp3 is not None and tp3 > current_price and tp3 not in (primary.get("tp1"), primary.get("tp2")) and primary.get("tp3") is None:
  1219→                primary["tp3"] = tp3
  1220→        else:
  1221→            if tp1 is not None and tp1 < current_price and primary.get("tp1") is None:
  1222→                primary["tp1"] = tp1
  1223→            if tp2 is not None and tp2 < current_price and tp2 != primary.get("tp1") and primary.get("tp2") is None:
  1224→                primary["tp2"] = tp2
  1225→            if tp3 is not None and tp3 < current_price and tp3 not in (primary.get("tp1"), primary.get("tp2")) and primary.get("tp3") is None:
  1226→                primary["tp3"] = tp3
  1227→
  1228→        if primary.get("sl") is None:
  1229→            if direction_hint == "long":
  1230→                below = [x for x in candidates if x < current_price]
  1231→                primary["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1232→            else:
  1233→                above = [x for x in candidates if x > current_price]
  1234→                primary["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1235→
  1236→        if direction_hint == "long":
  1237→            for k in ("tp1", "tp2", "tp3"):
  1238→                tp_val = _safe_float(rm["primary"].get(k))
  1239→                if tp_val is not None and current_price is not None and tp_val <= current_price:
  1240→                    rm["primary"][k] = None
  1241→
  1242→            sl_val = _safe_float(rm["primary"].get("sl"))
  1243→            if sl_val is not None and current_price is not None and sl_val >= current_price:
  1244→                below = [x for x in candidates if current_price is not None and x < current_price]
  1245→                rm["primary"]["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1246→            else:
  1247→                for k in ("tp1", "tp2", "tp3"):
  1248→                    tp_val = _safe_float(rm["primary"].get(k))
  1249→                    if tp_val is not None and current_price is not None and tp_val >= current_price:
  1250→                        rm["primary"][k] = None
  1251→
  1252→                sl_val = _safe_float(rm["primary"].get("sl"))
  1253→                if sl_val is not None and current_price is not None and sl_val <= current_price:
  1254→                    above = [x for x in candidates if current_price is not None and x > current_price]
  1255→                    rm["primary"]["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1256→
  1257→    # -----------------------------
  1258→    # 11) TP/SL для alternative
  1259→    # -----------------------------
  1260→    alt_direction = "short" if direction_hint == "long" else "long"
  1261→    alternative = rm.get("alternative")
  1262→    if not isinstance(alternative, dict):
  1263→        alternative = _empty_risk()
  1264→        rm["alternative"] = alternative
  1265→
  1266→    alt_status = str(data.get("scenario_status", "")).lower()
  1267→    if current_price is not None and candidates and (alt_status in ("alternative_active", "primary_invalidated") or signal_status == "false_breakout"):
  1268→        tp1, tp2, tp3 = _pick_tp_levels(alt_direction, current_price, candidates)
  1269→
  1270→        if alt_direction == "long":
  1271→            if tp1 is not None and tp1 > current_price and alternative.get("tp1") is None:
  1272→                alternative["tp1"] = tp1
  1273→            if tp2 is not None and tp2 > current_price and tp2 != alternative.get("tp1") and alternative.get("tp2") is None:
  1274→                alternative["tp2"] = tp2
  1275→            if tp3 is not None and tp3 > current_price and tp3 not in (alternative.get("tp1"), alternative.get("tp2")) and alternative.get("tp3") is None:
  1276→                alternative["tp3"] = tp3
  1277→        else:
  1278→            if tp1 is not None and tp1 < current_price and alternative.get("tp1") is None:
  1279→                alternative["tp1"] = tp1
  1280→            if tp2 is not None and tp2 < current_price and tp2 != alternative.get("tp1") and alternative.get("tp2") is None:
  1281→                alternative["tp2"] = tp2
  1282→            if tp3 is not None and tp3 < current_price and tp3 not in (alternative.get("tp1"), alternative.get("tp2")) and alternative.get("tp3") is None:
  1283→                alternative["tp3"] = tp3
  1284→
  1285→        if alternative.get("sl") is None:
  1286→            if alt_direction == "long":
  1287→                below = [x for x in candidates if x < current_price]
  1288→                alternative["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1289→            else:
  1290→                above = [x for x in candidates if x > current_price]
  1291→                alternative["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1292→
  1293→        if alt_direction == "long":
  1294→            for k in ("tp1", "tp2", "tp3"):
  1295→                tp_val = _safe_float(rm["alternative"].get(k))
  1296→                if tp_val is not None and current_price is not None and tp_val <= current_price:
  1297→                    rm["alternative"][k] = None
  1298→
  1299→            sl_val = _safe_float(rm["alternative"].get("sl"))
  1300→            if sl_val is not None and current_price is not None and sl_val >= current_price:
  1301→                below = [x for x in candidates if current_price is not None and x < current_price]
  1302→                rm["alternative"]["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1303→        else:
  1304→            for k in ("tp1", "tp2", "tp3"):
  1305→                tp_val = _safe_float(rm["alternative"].get(k))
  1306→                if tp_val is not None and current_price is not None and tp_val >= current_price:
  1307→                    rm["alternative"][k] = None
  1308→
  1309→            sl_val = _safe_float(rm["alternative"].get("sl"))
  1310→            if sl_val is not None and current_price is not None and sl_val <= current_price:
  1311→                above = [x for x in candidates if current_price is not None and x > current_price]
  1312→                rm["alternative"]["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1313→
  1314→    # -----------------------------
  1315→    # 12) RR
  1316→    # -----------------------------
  1317→    entry_price = current_price
  1318→
  1319→    primary["rr"] = _calc_rr(
  1320→        entry_price,
  1321→        _safe_float(primary.get("sl")),
  1322→        _safe_float(primary.get("tp1")),
  1323→    )
  1324→    alternative["rr"] = _calc_rr(
  1325→        entry_price,
  1326→        _safe_float(alternative.get("sl")),
